week,nb_sold,revenue,sales_method
3,9,89.69,1
5,12,96.87888059701493,1
1,8,80.72,1
3,10,149.5,2
5,11,56.38,0
5,11,54.0,0
1,11,106.1,1
1,9,87.85,1
4,10,51.78,0
3,9,89.96,1
4,11,111.37,1
3,11,111.63,1
4,10,51.88,0
6,13,66.79,0
5,10,51.97,0
6,13,66.05,0
3,9,42.78,0
5,10,51.46,0
3,8,40.79,0
1,7,34.05,0
3,9,90.99,1
4,12,119.02,1
4,12,116.73,1
5,11,97.59562841530057,1
1,9,91.93,1
3,8,41.46,0
3,9,94.06,1
4,11,109.14,1
5,11,53.33,0
4,10,52.09,0
4,12,178.82,2
1,9,130.94,2
3,8,40.55,0
1,9,89.66,1
4,12,179.44,2
1,8,83.1,1
3,10,149.63,2
1,8,81.77,1
1,7,35.02,0
3,8,40.05,0
1,9,182.3207329842932,2
1,9,86.8,1
4,11,107.67,1
2,10,99.28,1
4,11,108.92,1
1,9,132.68,2
4,11,105.44,1
4,11,55.27,0
5,12,115.52,1
2,10,104.42,1
2,9,44.02,0
6,13,66.47,0
1,7,36.91,0
3,8,41.19,0
3,9,47.64747899159664,0
4,10,102.38,1
5,11,54.24,0
5,11,54.99,0
5,12,185.02,2
2,10,95.6,1
2,10,95.91,1
4,12,181.73,2
3,8,40.98,0
5,11,112.55,1
2,10,95.38,1
3,9,88.63,1
4,13,182.62503816793887,2
2,8,42.03,0
4,11,108.01,1
4,11,114.75,1
4,11,107.7,1
1,8,83.39,1
5,11,53.67,0
5,10,103.92,1
5,11,48.50754098360656,0
1,8,82.87,1
4,10,49.31,0
2,9,43.01,0
1,9,87.84,1
2,10,100.95,1
5,11,105.35,1
2,10,99.65,1
1,7,35.53,0
5,11,52.87,0
5,11,54.59,0
3,9,43.51,0
3,8,40.41,0
2,10,97.25,1
1,8,81.42,1
6,13,64.58,0
4,10,103.57,1
3,10,149.74,2
2,8,41.21,0
4,11,108.74,1
3,10,151.2,2
4,12,179.1,2
5,12,183.0422033898305,2
2,10,47.64,0
5,11,52.73,0
2,9,47.72745454545454,0
4,10,50.93,0
1,9,87.31,1
2,10,98.52,1
5,11,54.26,0
4,10,50.49,0
1,9,97.67141203703704,1
6,13,126.13,1
1,9,86.96,1
5,11,52.59,0
4,10,104.97,1
1,10,98.59,1
1,9,87.24,1
2,8,41.63,0
3,9,92.53,1
3,9,91.88,1
5,11,56.22,0
6,13,66.97,0
1,8,84.32,1
1,7,34.36,0
5,12,184.23,2
1,8,97.9334193548387,1
2,10,96.71,1
2,8,42.18,0
5,11,111.73,1
1,7,35.33,0
5,11,53.21,0
3,9,90.77,1
5,10,52.47,0
4,12,118.53,1
5,12,185.13,2
1,8,83.7,1
4,11,112.98,1
1,9,128.78,2
3,8,40.84,0
5,10,51.63,0
1,7,34.52,0
1,9,90.02,1
1,9,85.05,1
1,7,35.06,0
5,11,46.61330049261084,0
3,8,41.47,0
2,9,45.6,0
2,8,42.02,0
1,8,82.76,1
2,9,42.64,0
3,8,41.32,0
4,11,96.5740776699029,1
3,10,150.09,2
2,8,42.29,0
1,9,87.39,1
3,9,92.36,1
4,11,112.7,1
1,7,36.01,0
5,11,54.19,0
5,11,53.29,0
4,11,106.94,1
2,10,154.78,2
3,9,44.2,0
1,9,87.11,1
2,10,154.16,2
2,10,96.52,1
5,12,184.61,2
2,9,93.69,1
1,8,81.64,1
1,8,97.0785026737968,1
3,9,89.28,1
3,10,95.45,1
4,11,52.67,0
1,9,89.71,1
3,10,95.96,1
1,8,82.35,1
1,7,34.74,0
4,10,51.03,0
6,13,129.42,1
1,8,84.41,1
6,13,64.88,0
1,9,128.16,2
1,9,88.66,1
2,9,43.81,0
2,11,106.64,1
4,11,52.92,0
6,13,66.03,0
3,9,43.53,0
4,11,105.04,1
2,10,152.84,2
4,10,50.28,0
2,10,96.77,1
4,11,56.46,0
3,8,47.0080412371134,0
4,11,95.94227722772276,1
2,11,106.53,1
5,10,51.38,0
1,10,95.47,1
1,9,89.07,1
2,10,97.26,1
3,10,103.06,1
4,10,51.68,0
1,9,88.66,1
1,7,33.45,0
5,11,55.01,0
3,10,97.42,1
2,9,44.06,0
3,8,39.59,0
4,10,50.82,0
1,10,97.06,1
1,7,34.5,0
4,11,53.5,0
1,7,33.41,0
1,8,80.91,1
5,11,106.66,1
1,9,93.52,1
1,9,85.5,1
5,11,97.5625925925926,1
2,10,184.92444444444445,2
4,10,104.19,1
1,7,34.37,0
1,7,35.72,0
1,7,35.61,0
4,10,52.0,0
1,8,83.25,1
2,10,98.42,1
2,10,95.27,1
2,10,100.32,1
1,8,83.38,1
2,9,46.99791208791209,0
1,9,90.99,1
4,11,106.37,1
5,10,51.59,0
4,11,52.67,0
5,10,52.5,0
2,10,98.86,1
1,8,84.86,1
4,11,109.11,1
4,11,108.42,1
5,10,52.49,0
4,11,52.91,0
1,8,82.72,1
3,9,93.88,1
1,7,36.35,0
3,8,41.18,0
3,8,40.24,0
5,11,53.31,0
3,9,48.755625,0
1,7,35.31,0
1,7,36.83,0
2,10,97.86,1
5,11,110.1,1
6,13,65.28,0
5,13,184.187,2
5,11,53.72,0
2,10,102.12,1
3,10,149.36,2
5,11,54.43,0
3,10,103.43,1
3,9,93.96,1
3,10,101.01,1
1,9,85.03,1
1,9,88.89,1
2,10,96.1,1
1,9,85.48,1
5,12,117.11,1
2,8,42.08,0
4,11,105.39,1
2,10,97.67141203703704,1
1,9,96.76844827586208,1
3,9,93.72,1
3,9,43.94,0
1,8,39.27,0
5,11,53.46,0
4,10,50.74,0
4,10,50.4,0
2,9,44.42,0
1,10,99.18,1
1,9,95.29865671641792,1
1,7,33.71,0
4,10,50.51,0
5,11,56.36,0
5,11,109.81,1
3,9,43.26,0
1,9,93.46,1
6,13,130.85,1
4,10,104.15,1
1,8,84.34,1
1,7,36.89,0
5,11,52.51,0
6,13,65.45,0
4,10,51.9,0
5,10,51.91,0
3,10,95.1,1
2,10,95.88,1
4,12,182.87,2
3,9,90.05,1
2,10,97.89,1
4,11,53.0,0
4,11,105.27,1
4,11,110.2,1
1,8,79.61,1
1,9,93.88,1
1,8,37.56,0
1,7,36.51,0
2,10,99.3,1
1,7,35.77,0
1,9,94.08,1
4,11,54.58,0
2,9,43.34,0
4,11,106.28,1
3,9,85.62,1
2,10,157.12,2
4,11,53.28,0
3,8,42.15,0
1,9,87.76,1
4,11,111.11,1
6,13,65.32,0
3,8,41.24,0
2,10,96.33,1
3,8,41.36,0
3,8,42.23,0
5,10,52.38,0
2,8,42.2,0
1,8,82.65,1
3,8,42.46,0
1,7,34.36,0
5,11,48.78010452961672,0
2,10,96.8,1
3,8,41.13,0
3,9,93.57,1
3,9,45.5,0
3,9,42.81,0
2,10,95.55,1
1,8,84.14,1
2,10,104.36,1
1,7,34.96,0
4,12,178.36,2
1,8,97.3725,1
4,12,183.0422033898305,2
3,8,41.44,0
3,10,146.03,2
4,11,109.35,1
1,9,86.29,1
6,13,67.22,0
4,12,183.01889733840304,2
1,9,94.75,1
3,9,90.54,1
1,9,86.56,1
5,11,52.59,0
2,8,42.28,0
3,9,88.03,1
4,11,109.08,1
2,9,44.67,0
4,12,181.84688524590163,2
6,13,67.05,0
1,7,35.53,0
5,12,124.69,1
3,10,99.86,1
2,9,43.98,0
5,11,107.43,1
1,8,82.5,1
5,11,53.63,0
2,9,94.92,1
1,8,84.62,1
4,11,108.63,1
3,9,91.5,1
4,11,109.52,1
2,10,98.12,1
2,12,96.58468571428573,1
1,7,37.17,0
2,10,155.51,2
4,11,108.38,1
2,11,105.81,1
5,11,97.3725,1
2,10,99.83,1
5,10,52.06,0
4,10,50.94,0
6,13,64.87,0
4,10,50.44,0
1,9,88.67,1
3,8,42.02,0
1,8,84.32,1
1,8,83.06,1
5,10,51.54,0
3,9,89.66,1
4,11,53.21,0
1,9,89.21,1
1,8,96.52224489795918,1
3,9,92.7,1
3,8,40.25,0
4,11,112.01,1
2,10,98.4334375,1
2,9,93.74,1
5,11,52.91,0
2,10,101.89,1
1,9,128.84,2
1,7,33.73,0
4,11,108.67,1
1,8,82.91,1
4,11,52.78,0
3,8,40.15,0
5,11,54.17,0
1,9,101.97111111111111,1
5,10,104.03,1
5,11,55.03,0
5,10,51.61,0
1,8,84.46,1
1,7,33.23,0
4,11,109.27,1
2,10,156.64,2
2,10,98.88,1
4,11,107.47,1
1,7,35.47,0
1,7,34.64,0
2,9,44.2,0
4,12,178.85,2
2,10,152.65,2
1,7,34.72,0
3,8,39.92,0
3,9,88.06,1
4,11,107.63,1
3,10,97.26702923976607,1
1,7,47.0080412371134,0
2,9,42.56,0
2,12,117.7,1
2,10,103.1,1
3,9,43.5,0
3,9,88.43,1
1,9,85.43,1
3,8,47.64747899159664,0
6,13,65.93,0
1,8,83.66,1
3,8,41.68,0
4,10,52.41,0
2,10,95.72,1
2,10,96.58468571428573,1
2,8,42.36,0
2,10,96.83,1
3,8,51.60142857142857,0
5,10,52.16,0
1,7,36.52,0
2,10,99.45,1
2,10,101.83,1
1,8,83.87,1
1,7,35.26,0
3,8,42.29,0
3,8,41.47,0
4,10,104.45,1
1,9,93.62,1
6,13,132.55,1
1,9,93.76,1
2,9,43.71,0
1,8,83.2,1
4,11,109.71,1
5,10,52.04,0
2,10,99.22,1
4,12,178.53,2
4,11,98.4334375,1
3,12,117.46,1
4,10,51.07,0
5,10,97.26702923976607,1
1,8,83.43,1
1,9,89.51,1
2,11,107.72,1
2,10,98.32,1
1,8,126.81,2
1,9,85.08,1
5,12,183.01889733840304,2
1,7,34.68,0
4,10,49.24,0
2,10,98.71,1
1,9,90.89,1
3,8,42.44,0
5,11,112.27,1
3,9,93.18,1
3,9,97.90166666666666,1
4,11,106.89,1
1,10,99.99,1
3,10,147.75,2
1,7,35.2,0
4,11,53.25,0
4,11,107.45,1
3,10,152.34,2
4,11,109.24,1
5,11,106.1,1
4,10,49.23,0
1,8,80.41,1
4,11,112.38,1
1,7,33.1,0
6,13,128.78,1
3,9,89.09,1
1,7,35.24,0
1,9,131.17,2
3,10,184.92444444444445,2
4,11,53.37,0
2,9,43.16,0
3,8,41.1,0
2,8,41.85,0
1,9,93.77,1
6,13,127.08,1
2,10,152.03,2
4,10,102.56,1
3,8,41.26,0
1,9,92.11,1
6,14,68.6,0
1,7,36.55,0
4,10,104.34,1
3,8,41.92,0
5,10,52.37,0
2,10,97.96,1
6,13,129.09,1
5,10,51.98,0
1,7,34.11,0
1,8,83.35,1
2,10,97.90166666666666,1
2,9,42.7,0
2,9,45.94,0
3,9,94.64,1
3,9,91.59,1
3,9,91.23,1
4,10,51.89,0
4,10,51.38,0
5,11,54.73,0
2,10,154.93,2
4,10,51.52,0
5,10,103.79,1
1,9,90.49,1
3,9,92.07,1
2,10,98.46,1
2,8,41.09,0
4,10,52.07,0
4,10,51.59,0
2,9,43.68,0
3,11,159.55,2
1,7,35.48,0
4,11,109.63,1
1,8,83.39,1
1,10,99.61,1
2,10,96.3,1
5,11,113.78,1
4,12,181.22,2
3,9,92.86,1
5,12,116.45,1
5,11,114.0,1
3,9,88.73,1
1,8,84.41,1
5,11,53.59,0
2,9,43.63,0
3,10,98.56,1
5,11,106.12,1
5,10,52.07,0
3,9,91.36,1
3,10,150.47,2
3,9,90.46,1
1,10,99.67,1
5,10,51.94,0
5,11,52.68,0
5,12,184.07,2
1,7,35.57,0
1,8,80.63,1
3,10,98.82,1
3,10,96.13153846153848,1
3,9,90.1,1
1,7,33.92,0
3,8,47.15045977011494,0
2,9,43.61,0
3,9,92.42,1
6,13,127.31,1
2,10,97.72,1
3,8,41.08,0
5,12,183.8,2
1,8,83.4,1
2,9,44.03,0
5,10,102.8,1
3,9,93.45,1
3,8,42.39,0
4,11,111.89,1
2,10,96.59,1
1,7,36.99,0
1,7,36.27,0
6,13,65.0,0
5,11,97.59016393442624,1
6,13,66.12,0
1,9,88.73,1
5,11,56.21,0
3,8,41.65,0
5,11,53.82,0
1,9,92.82,1
1,7,34.23,0
1,10,97.26,1
4,10,49.47,0
1,7,35.35,0
1,9,91.56,1
2,10,103.32,1
2,10,95.15,1
3,8,40.33,0
5,11,52.62,0
4,11,109.51,1
2,12,117.12,1
1,8,83.46,1
6,13,65.39,0
2,10,98.0,1
1,8,82.88,1
4,11,109.56,1
5,11,53.08,0
4,10,46.93533333333334,0
4,10,50.33,0
2,10,95.18,1
1,8,80.58,1
3,8,42.25,0
2,10,101.31,1
3,10,150.23,2
3,9,93.22,1
4,10,101.36,1
1,8,83.76,1
1,8,82.67,1
4,12,121.91,1
3,9,43.64,0
2,10,98.81,1
4,10,104.19,1
2,10,97.73,1
4,10,49.94,0
2,9,43.5,0
1,7,36.49,0
2,10,97.73,1
2,10,97.06,1
4,10,52.09,0
5,10,51.52,0
4,11,110.76,1
1,8,82.0,1
3,8,40.38,0
2,9,44.6,0
3,9,96.76844827586208,1
1,8,83.88,1
1,9,85.81,1
3,9,92.57,1
4,11,106.0,1
2,9,93.86,1
4,10,47.72745454545454,0
3,10,150.43,2
3,9,90.2,1
5,12,184.0858823529412,2
6,13,134.23,1
1,8,81.58,1
2,11,109.24,1
4,12,184.6615328467153,2
5,11,107.35,1
3,10,98.79,1
2,9,44.49,0
1,9,87.67,1
1,9,88.67,1
1,9,95.80082191780822,1
5,11,53.42,0
5,11,52.91,0
1,8,38.83,0
1,7,35.83,0
2,9,93.18,1
4,10,103.78,1
1,10,95.45,1
1,8,97.59016393442624,1
1,8,84.87,1
6,13,65.61,0
5,11,53.05,0
1,9,90.36,1
5,11,105.41,1
6,13,133.27,1
5,11,98.73285714285714,1
2,10,179.60181818181815,2
4,10,50.03,0
1,8,84.73,1
4,10,50.41,0
3,11,106.33,1
1,7,33.24,0
1,8,83.15,1
4,10,51.34,0
1,7,36.73,0
2,11,109.47,1
2,9,94.84,1
5,13,182.3983783783784,2
3,8,41.12,0
5,11,112.09,1
1,7,33.53,0
1,7,37.05,0
3,8,40.54,0
5,10,51.11,0
3,8,41.46,0
1,9,89.42,1
5,11,53.04,0
5,11,53.18,0
3,10,96.44,1
1,9,87.0,1
5,12,185.37,2
2,11,107.88,1
3,9,88.92,1
3,10,152.47,2
4,10,51.27,0
4,11,106.13,1
1,9,86.21,1
5,10,51.99,0
4,10,50.4,0
4,11,105.4,1
5,12,184.98,2
5,11,52.51,0
2,10,102.27,1
5,11,106.61,1
5,11,53.05,0
3,9,90.93,1
2,10,99.75,1
1,7,34.83,0
1,7,34.35,0
5,11,54.98,0
5,11,54.72,0
3,8,41.59,0
1,9,86.86,1
5,10,51.6,0
1,8,81.11,1
1,7,34.29,0
2,11,106.96,1
4,10,104.77,1
1,9,93.44,1
2,8,41.79,0
1,9,85.38,1
5,13,183.01889733840304,2
5,12,117.87,1
1,7,36.89,0
4,12,180.29,2
1,10,96.02,1
5,11,107.43,1
1,9,86.78,1
1,8,84.83,1
1,9,94.47,1
1,7,36.18,0
2,8,41.37,0
2,11,105.86,1
4,11,110.6,1
1,9,94.55,1
3,8,41.09,0
1,9,86.51,1
5,10,51.08,0
4,11,107.85,1
5,10,51.4,0
1,8,82.13,1
1,9,93.64,1
3,9,89.7,1
1,8,85.0,1
2,10,95.66,1
5,11,52.7,0
3,10,184.0858823529412,2
3,9,44.4,0
1,7,35.21,0
3,9,42.51,0
1,8,83.95,1
2,9,43.36,0
3,10,97.25,1
2,10,100.1,1
2,10,101.64,1
6,13,65.66,0
2,9,43.57,0
4,10,50.84,0
2,8,42.33,0
3,9,93.92,1
1,8,81.18,1
1,10,97.6,1
6,14,68.3,0
5,11,53.03,0
3,10,183.01889733840304,2
5,10,104.23,1
4,10,51.872,0
3,9,91.51,1
5,11,53.67,0
3,8,42.19,0
3,8,41.86,0
2,9,44.36,0
2,8,41.75,0
2,10,98.16,1
5,12,115.3,1
1,8,83.42,1
3,9,94.92,1
3,8,41.36,0
5,11,53.87,0
4,11,107.82,1
2,11,105.04,1
2,10,97.3725,1
4,10,50.42,0
3,10,147.17,2
5,11,108.83,1
3,10,147.17,2
3,11,105.86,1
2,10,104.26,1
1,9,86.59,1
4,12,178.82,2
5,11,112.71,1
3,8,41.84,0
4,10,51.42,0
4,12,182.16,2
5,11,54.88,0
2,10,102.2,1
1,9,86.48,1
1,8,83.36,1
1,10,99.58,1
6,13,129.05,1
4,11,113.31,1
4,11,106.91,1
1,8,99.23795918367348,1
6,13,67.35,0
3,10,153.94,2
4,11,109.51,1
3,8,40.9,0
4,12,182.12,2
2,8,42.3,0
3,8,39.46,0
2,10,155.1,2
3,8,42.19,0
6,13,64.15,0
2,10,104.19,1
2,9,42.51,0
1,9,93.72,1
3,8,41.13,0
2,8,42.04,0
4,12,185.33,2
1,9,99.23795918367348,1
1,9,88.47,1
1,9,86.5,1
5,10,103.78,1
1,9,85.39,1
1,9,130.17,2
6,13,131.63,1
2,10,101.28,1
1,7,34.11,0
4,10,51.87,0
5,11,105.09,1
5,11,54.03,0
3,9,86.8,1
2,9,43.47,0
1,9,85.85,1
2,10,100.5,1
5,11,106.78,1
2,9,49.008514851485145,0
4,12,179.17,2
2,9,42.65,0
3,8,40.81,0
5,10,103.79,1
5,12,116.47,1
1,9,88.34,1
2,8,41.19,0
1,9,86.91,1
1,9,86.0,1
1,9,91.09,1
4,10,52.26,0
4,11,53.17,0
5,10,51.86,0
4,10,104.78,1
1,7,33.74,0
4,12,185.23,2
3,9,90.53,1
3,8,41.45,0
2,11,109.67,1
2,9,92.21,1
4,11,111.62,1
2,10,100.25,1
1,9,85.64,1
1,9,88.74,1
2,10,99.62,1
2,10,151.91,2
2,10,103.13,1
2,9,44.47,0
3,8,41.43,0
5,14,135.43,1
1,9,86.17,1
3,10,95.3,1
3,8,40.69,0
4,11,96.52224489795918,1
3,8,40.7,0
5,11,52.95,0
1,8,126.02,2
1,9,96.76844827586208,1
5,11,107.38,1
2,10,98.84,1
5,11,53.25,0
1,9,91.99,1
1,9,87.24,1
3,10,146.66,2
4,11,109.4,1
4,12,179.21,2
1,8,84.74,1
4,11,54.12,0
1,9,90.82,1
1,8,83.14,1
5,10,52.3,0
3,9,42.63,0
5,10,52.03,0
5,11,55.83,0
5,12,115.01,1
3,9,44.5,0
2,9,43.32,0
3,8,39.24,0
1,9,89.51,1
4,12,185.1,2
4,12,116.43,1
1,9,94.28,1
1,9,97.59562841530057,1
1,9,91.04,1
1,7,35.75,0
2,9,44.68,0
1,8,84.61,1
4,10,50.74,0
1,11,111.76,1
3,9,88.97,1
4,11,107.0,1
5,11,52.52,0
5,12,116.92,1
1,9,85.72,1
1,9,88.77,1
1,8,83.21,1
2,9,47.09,0
5,11,55.71,0
5,11,54.09,0
5,11,108.11,1
2,9,43.3,0
3,9,97.26702923976607,1
2,10,95.97,1
5,10,52.31,0
5,10,47.76315068493151,0
2,10,153.98,2
3,10,96.49,1
1,9,87.05,1
4,10,52.29,0
1,9,97.09780821917808,1
2,10,97.26702923976607,1
2,10,102.52,1
3,10,148.75,2
2,9,46.49,0
6,13,65.32,0
4,10,50.13,0
1,8,97.09780821917808,1
4,10,51.63,0
6,13,126.83,1
1,8,84.7,1
1,9,86.26,1
4,11,113.64,1
4,12,182.31,2
6,13,66.85,0
2,10,151.93,2
3,8,40.91,0
4,10,101.69,1
3,11,158.43,2
3,10,154.03,2
1,9,89.4,1
2,10,99.04,1
1,9,92.21,1
2,9,43.53,0
2,9,93.18,1
1,7,35.77,0
3,10,98.3,1
4,10,51.79,0
2,10,100.13,1
6,13,129.91,1
1,9,85.03,1
1,8,81.3,1
3,10,148.9,2
4,10,50.76,0
5,10,52.1,0
4,11,99.23795918367348,1
6,14,67.97,0
5,12,121.23,1
2,11,110.48,1
3,10,150.43,2
1,8,84.56,1
1,9,86.5,1
2,9,43.53,0
3,9,43.07,0
6,13,132.06,1
1,9,97.59562841530057,1
2,9,93.35,1
2,11,106.53,1
4,10,104.08,1
5,11,106.05,1
5,11,52.59,0
4,10,50.94,0
3,8,41.41,0
1,9,86.67,1
5,10,51.63,0
3,10,155.15,2
3,8,41.86,0
5,11,48.4165625,0
1,9,129.25,2
3,10,153.2,2
6,13,65.56,0
3,9,94.74,1
6,14,68.51,0
2,10,101.82,1
4,10,52.47,0
6,13,66.31,0
3,10,97.49,1
4,11,109.3,1
3,9,89.19,1
2,10,96.13153846153848,1
4,11,105.35,1
2,9,97.3725,1
1,10,101.03,1
5,12,182.3207329842932,2
1,8,83.04,1
2,10,99.95,1
3,9,43.24,0
5,11,114.34,1
2,9,43.93,0
2,10,152.99,2
2,10,103.27,1
2,9,43.74,0
1,8,81.98,1
4,10,52.16,0
5,11,109.45,1
1,8,84.85,1
3,9,89.8,1
1,7,34.75,0
2,10,150.31,2
1,8,82.94,1
3,10,147.57,2
2,9,43.29,0
2,10,151.69,2
2,10,155.54,2
6,13,48.50754098360656,0
4,11,114.42,1
2,10,152.14,2
1,9,86.13,1
4,10,51.77,0
2,9,42.64,0
6,13,66.35,0
4,10,50.46,0
1,7,36.12,0
3,9,88.59,1
2,10,103.17,1
3,10,99.32,1
4,11,52.69,0
1,8,83.73,1
5,10,103.14,1
1,9,93.02,1
5,11,52.63,0
4,10,50.45,0
1,9,128.13,2
1,7,34.37,0
1,8,83.32,1
4,13,184.187,2
2,9,42.73,0
1,8,96.87888059701493,1
1,8,83.74,1
4,11,106.56,1
2,10,100.4,1
3,10,148.64,2
4,12,118.91,1
5,11,53.68,0
3,9,42.55,0
2,10,152.13,2
4,11,105.64,1
1,7,35.68,0
4,11,109.17,1
3,8,42.06,0
1,8,79.28,1
5,11,52.63,0
5,11,54.76,0
2,11,158.08,2
3,10,97.93,1
1,9,89.48,1
4,11,52.53,0
4,11,105.34,1
2,10,155.72,2
1,8,84.9,1
2,10,156.11,2
1,7,35.12,0
1,9,87.38,1
4,11,113.21,1
1,7,36.17,0
2,9,46.03,0
2,10,95.11,1
4,10,104.49,1
1,9,128.79,2
1,9,85.6,1
4,11,109.02,1
1,8,84.45,1
1,9,93.58,1
3,8,41.47,0
3,8,41.11,0
2,9,43.69,0
4,11,111.54,1
6,13,65.55,0
1,9,89.38,1
3,9,42.85,0
1,9,87.17,1
5,12,184.7,2
2,9,44.06,0
2,10,154.17,2
2,8,47.64747899159664,0
4,11,53.63,0
1,9,85.46,1
2,10,95.59302325581396,1
5,12,185.36,2
1,8,82.19,1
1,8,37.67,0
5,10,103.53,1
1,9,134.02,2
1,7,34.74,0
1,8,97.26702923976607,1
4,10,50.46,0
4,11,53.62,0
2,9,42.82,0
1,9,86.83,1
2,10,96.83,1
5,11,53.55,0
1,8,84.03,1
1,8,82.73,1
2,9,48.50754098360656,0
1,8,84.19,1
4,11,105.07,1
3,9,97.09780821917808,1
2,11,105.12,1
4,12,178.9432608695652,2
2,9,43.46,0
5,11,106.57,1
4,10,96.5740776699029,1
5,11,54.72,0
4,12,181.97,2
1,10,95.89,1
5,11,110.14,1
5,11,106.91,1
4,10,49.85,0
2,10,154.92,2
2,9,43.95,0
5,10,50.45,0
4,12,115.17,1
3,8,47.67733333333334,0
2,10,99.1,1
3,9,90.88,1
1,8,78.97,1
1,8,81.66,1
2,10,96.96,1
1,9,88.0,1
3,9,90.0,1
5,10,52.14,0
1,7,33.97,0
1,8,82.16,1
2,10,100.94,1
3,10,49.46,0
3,8,42.12,0
6,13,65.42,0
1,8,79.76,1
3,9,92.13,1
2,10,95.29,1
1,9,88.61,1
3,8,40.91,0
3,8,42.35,0
1,9,128.89,2
3,8,41.78,0
4,11,108.6,1
2,10,99.97,1
2,10,101.65,1
3,9,89.7,1
2,10,96.24,1
2,10,96.53,1
6,13,65.74,0
1,8,81.28,1
2,10,99.15,1
5,10,51.23,0
2,10,98.42,1
4,12,179.91,2
5,10,51.58,0
4,11,106.05,1
1,8,37.54,0
1,8,39.82,0
5,10,52.25,0
1,9,92.6,1
1,9,85.56,1
5,12,184.76,2
2,10,97.91,1
1,9,86.68,1
4,11,53.12,0
6,13,49.15364705882354,0
2,9,93.42,1
4,10,101.87,1
1,9,90.6,1
3,10,101.21,1
4,11,109.34,1
3,9,90.02,1
2,10,99.41,1
1,7,33.88,0
2,9,44.11,0
3,9,87.17,1
6,13,65.72,0
3,10,150.2,2
4,11,111.77,1
4,10,51.33,0
1,9,85.19,1
4,11,53.69,0
4,10,51.68,0
3,10,97.16,1
1,8,83.62,1
5,10,102.51,1
2,9,94.35,1
5,10,104.91,1
1,8,84.57,1
3,9,88.72,1
2,10,101.96,1
2,11,157.98,2
3,10,153.23,2
1,9,90.71,1
5,11,55.99,0
1,9,89.1,1
5,11,54.11,0
4,12,180.46,2
2,10,97.09,1
5,10,51.6,0
2,10,102.52,1
1,8,84.33,1
6,13,67.19,0
4,10,50.94,0
1,8,81.54,1
5,10,50.79,0
3,8,41.54,0
3,9,93.45,1
1,9,93.4,1
5,11,53.34,0
5,11,107.36,1
3,9,88.82,1
1,7,34.1,0
4,11,105.95,1
1,9,89.09,1
6,14,69.47,0
1,8,83.07,1
2,9,94.82,1
1,9,90.57,1
1,9,86.59,1
3,9,43.83,0
4,10,102.5,1
3,8,39.98,0
4,10,51.19,0
5,12,121.38,1
6,13,64.73,0
4,10,104.63,1
4,11,47.72745454545454,0
1,9,88.07,1
3,9,42.57,0
4,11,111.4,1
3,9,88.04,1
1,8,38.82,0
1,7,33.82,0
1,9,127.81,2
4,11,106.49,1
1,7,35.27,0
2,10,98.02,1
3,9,85.89,1
2,8,41.52,0
2,10,96.72,1
1,9,94.4,1
2,9,43.18,0
1,8,38.01,0
1,10,97.91,1
1,8,83.1,1
2,10,96.9,1
1,9,86.79,1
4,11,107.17,1
1,8,84.3,1
1,9,89.81,1
2,8,42.46,0
3,9,85.74,1
2,12,124.24,1
1,8,82.49,1
2,11,109.68,1
1,8,84.85,1
1,7,36.23,0
2,10,149.11,2
1,9,87.42,1
3,10,147.79,2
6,13,66.95,0
3,10,153.01,2
1,7,34.84,0
1,9,87.03,1
6,13,65.84,0
2,8,42.35,0
1,7,35.48,0
4,11,110.09,1
1,9,85.33,1
3,10,176.6457142857143,2
5,11,109.9,1
2,10,95.82,1
4,11,52.51,0
2,9,45.04,0
2,10,100.55,1
5,11,53.98,0
2,10,99.52,1
3,9,90.82,1
2,11,108.03,1
5,12,185.61,2
1,9,90.84,1
4,12,178.19,2
1,9,93.46,1
1,10,103.23,1
2,10,101.83,1
4,11,113.17,1
5,11,53.11,0
2,10,100.39,1
5,11,53.5,0
3,9,93.59,1
3,8,41.59,0
1,9,86.02,1
1,9,88.45,1
1,9,92.33,1
5,10,51.34,0
5,12,184.6615328467153,2
4,11,109.69,1
4,11,106.51,1
5,10,52.44,0
3,8,40.62,0
4,10,50.16,0
1,7,35.04,0
1,10,97.67141203703704,1
1,7,36.49,0
1,10,98.01,1
3,9,87.36,1
1,8,83.58,1
5,11,106.63,1
4,11,106.12,1
3,8,40.05,0
1,7,33.33,0
4,11,106.21,1
5,11,112.8,1
2,10,98.74,1
5,11,53.28,0
2,10,95.97,1
1,7,34.22,0
5,12,185.57,2
2,11,109.78,1
5,11,52.7,0
3,10,101.92,1
5,11,54.4,0
2,9,43.13,0
4,11,107.63,1
3,10,152.41,2
3,8,39.82,0
5,11,54.65,0
3,9,92.09,1
3,10,149.84,2
2,9,45.03,0
3,8,40.99,0
1,9,94.75,1
1,9,97.09780821917808,1
5,11,57.47,0
5,10,52.04,0
5,10,51.14,0
1,9,85.84,1
1,9,93.61,1
1,9,97.09780821917808,1
2,9,43.95,0
2,10,98.18,1
1,9,90.13,1
5,11,110.99,1
4,11,53.32,0
1,9,88.15,1
1,9,90.07,1
5,12,182.79767441860463,2
3,10,95.57,1
4,12,183.65,2
2,10,95.4,1
3,9,96.76844827586208,1
2,10,99.47,1
3,9,42.86,0
1,8,84.94,1
2,10,96.43,1
